image_name,tags
train_9325,clear primary
train_9326,agriculture clear primary
train_9327,agriculture clear primary water
train_9328,haze primary
train_9329,agriculture clear cultivation primary
train_9330,partly_cloudy primary
train_9331,agriculture clear habitation primary road
train_9332,clear primary
train_9333,clear primary
train_9334,clear primary
train_9335,clear primary
train_9336,agriculture partly_cloudy primary
train_9337,agriculture clear primary
train_9338,clear primary
train_9339,artisinal_mine clear primary water
train_9340,clear primary
train_9341,clear primary
train_9342,agriculture clear primary
train_9343,agriculture clear habitation primary road
train_9344,clear primary road selective_logging water
train_9345,agriculture clear primary
train_9346,cloudy
train_9347,partly_cloudy primary
train_9348,agriculture partly_cloudy primary road
train_9349,clear primary
train_9350,clear primary
train_9351,clear water
train_9352,clear primary
train_9353,clear primary
train_9354,clear primary
train_9355,agriculture clear cultivation primary road
train_9356,clear primary water
train_9357,partly_cloudy primary
train_9358,partly_cloudy primary
train_9359,partly_cloudy primary
train_9360,clear primary
train_9361,agriculture clear
train_9362,agriculture clear cultivation habitation primary road
train_9363,clear primary selective_logging
train_9364,partly_cloudy primary
train_9365,agriculture bare_ground clear habitation primary road
train_9366,agriculture clear cultivation primary
train_9367,clear primary
train_9368,partly_cloudy primary water
train_9369,clear primary
train_9370,clear primary
train_9371,agriculture partly_cloudy primary water
train_9372,clear primary
train_9373,clear primary
train_9374,clear primary
train_9375,cloudy
train_9376,partly_cloudy primary
train_9377,agriculture clear habitation primary road
train_9378,clear primary
train_9379,partly_cloudy primary
train_9380,cloudy
train_9381,clear primary
train_9382,agriculture haze primary road
train_9383,agriculture clear cultivation primary water
train_9384,habitation partly_cloudy primary water
train_9385,agriculture clear primary
train_9386,clear primary
train_9387,agriculture partly_cloudy primary road
train_9388,clear primary water
train_9389,agriculture clear cultivation habitation primary road
train_9390,clear primary
train_9391,agriculture cultivation partly_cloudy primary
train_9392,agriculture clear habitation primary road
train_9393,agriculture clear habitation primary road
train_9394,agriculture clear primary road
train_9395,partly_cloudy primary road
train_9396,clear primary
train_9397,partly_cloudy primary
train_9398,partly_cloudy primary water
train_9399,agriculture clear primary
train_9400,clear primary
train_9401,partly_cloudy primary water
train_9402,clear primary water
train_9403,clear primary
train_9404,clear primary
train_9405,agriculture clear primary road
train_9406,clear primary
train_9407,agriculture clear primary road water
train_9408,haze primary water
train_9409,agriculture clear primary
train_9410,agriculture clear primary road
train_9411,partly_cloudy primary water
train_9412,bare_ground conventional_mine partly_cloudy primary road
train_9413,clear primary
train_9414,cloudy
train_9415,clear primary
train_9416,partly_cloudy primary
train_9417,haze primary road
train_9418,partly_cloudy primary
train_9419,agriculture partly_cloudy primary water
train_9420,haze primary
train_9421,agriculture clear habitation primary road water
train_9422,cloudy
train_9423,clear primary
train_9424,agriculture cultivation partly_cloudy primary road
train_9425,partly_cloudy primary
train_9426,haze primary
train_9427,clear habitation primary road water
train_9428,clear primary
train_9429,clear primary water
train_9430,agriculture clear primary road
train_9431,clear primary
train_9432,clear primary
train_9433,clear primary
train_9434,clear primary
train_9435,clear habitation primary road
train_9436,agriculture clear primary
train_9437,clear primary
train_9438,cloudy
train_9439,agriculture partly_cloudy primary road water
train_9440,clear primary
train_9441,clear primary road water
train_9442,cloudy
train_9443,clear primary
train_9444,partly_cloudy primary
train_9445,partly_cloudy primary water
train_9446,clear primary
train_9447,clear primary
train_9448,haze primary
train_9449,agriculture clear primary
train_9450,agriculture cultivation partly_cloudy primary water
train_9451,clear primary water
train_9452,partly_cloudy primary water
train_9453,partly_cloudy primary
train_9454,clear habitation primary road
train_9455,clear cultivation habitation primary
train_9456,clear primary
train_9457,clear primary
train_9458,clear habitation primary road
train_9459,haze primary water
train_9460,partly_cloudy primary
train_9461,cultivation partly_cloudy primary
train_9462,agriculture cultivation habitation partly_cloudy primary road
train_9463,clear primary
train_9464,clear primary
train_9465,clear habitation primary road
train_9466,clear primary
train_9467,clear primary road water
train_9468,clear primary
train_9469,agriculture partly_cloudy primary
train_9470,clear primary
train_9471,clear primary
train_9472,agriculture haze primary road
train_9473,clear primary
train_9474,clear habitation road
train_9475,clear primary
train_9476,clear primary
train_9477,clear primary
train_9478,partly_cloudy primary
train_9479,partly_cloudy primary road water
train_9480,haze primary
train_9481,clear habitation primary
train_9482,clear primary
train_9483,partly_cloudy primary
train_9484,cloudy
train_9485,clear cultivation primary
train_9486,clear primary road water
train_9487,clear primary water
train_9488,agriculture clear habitation road
train_9489,agriculture clear habitation primary road
train_9490,agriculture cultivation haze primary road
train_9491,agriculture clear habitation primary road
train_9492,clear primary
train_9493,agriculture clear cultivation primary
train_9494,agriculture clear primary road water
train_9495,partly_cloudy primary water
train_9496,haze primary
train_9497,clear primary
train_9498,agriculture clear primary
train_9499,cloudy
train_9500,agriculture clear primary
train_9501,agriculture partly_cloudy primary road water
train_9502,agriculture clear primary
train_9503,clear primary
train_9504,clear primary
train_9505,agriculture clear primary road water
train_9506,agriculture clear primary
train_9507,clear primary
train_9508,clear primary
train_9509,clear cultivation primary
train_9510,clear primary
train_9511,clear primary
train_9512,clear primary
train_9513,agriculture cultivation partly_cloudy primary
train_9514,haze primary water
train_9515,clear primary
train_9516,clear cultivation primary water
train_9517,clear primary
train_9518,haze primary road water
train_9519,agriculture clear habitation primary road water
train_9520,agriculture partly_cloudy primary
train_9521,agriculture partly_cloudy primary
train_9522,cloudy
train_9523,agriculture clear primary
train_9524,partly_cloudy primary
train_9525,clear primary
train_9526,clear primary
train_9527,haze primary
train_9528,agriculture artisinal_mine clear conventional_mine cultivation habitation primary road water
train_9529,cloudy
train_9530,clear primary water
train_9531,agriculture clear cultivation primary
train_9532,clear primary
train_9533,partly_cloudy primary
train_9534,agriculture partly_cloudy primary
train_9535,partly_cloudy primary
train_9536,clear primary
train_9537,agriculture clear habitation primary road
train_9538,clear primary
train_9539,clear primary
train_9540,agriculture partly_cloudy primary
train_9541,clear primary water
train_9542,clear primary
train_9543,cloudy
train_9544,clear primary
train_9545,clear habitation primary road
train_9546,clear primary
train_9547,clear primary
train_9548,agriculture clear habitation primary road
train_9549,agriculture clear primary road
train_9550,partly_cloudy primary
train_9551,clear primary
train_9552,agriculture habitation partly_cloudy primary road
train_9553,agriculture clear primary road water
train_9554,clear primary water
train_9555,clear primary
train_9556,agriculture clear cultivation primary
train_9557,agriculture clear habitation primary road
train_9558,haze primary
train_9559,clear primary
train_9560,clear water
train_9561,blooming clear primary
train_9562,agriculture clear primary water
train_9563,agriculture clear cultivation primary road water
train_9564,partly_cloudy primary
train_9565,agriculture clear habitation primary road
train_9566,clear primary
train_9567,partly_cloudy primary
train_9568,partly_cloudy primary
train_9569,haze primary
train_9570,clear primary
train_9571,partly_cloudy primary
train_9572,agriculture clear primary road
train_9573,clear primary
train_9574,partly_cloudy primary
train_9575,clear primary
train_9576,clear primary
train_9577,clear primary
train_9578,partly_cloudy primary
train_9579,agriculture clear primary
train_9580,agriculture cultivation partly_cloudy primary road
train_9581,partly_cloudy primary
train_9582,partly_cloudy primary
train_9583,agriculture clear habitation primary road
train_9584,clear primary
train_9585,clear primary
train_9586,clear cultivation primary
train_9587,cloudy
train_9588,clear primary
train_9589,clear primary
train_9590,clear primary
train_9591,agriculture clear primary road
train_9592,agriculture clear habitation primary road
train_9593,clear primary
train_9594,clear primary
train_9595,haze primary water
train_9596,clear primary
train_9597,clear primary
train_9598,agriculture clear primary
train_9599,clear primary
train_9600,clear primary water
train_9601,agriculture clear primary water
train_9602,agriculture clear cultivation primary
train_9603,clear primary
train_9604,clear primary
train_9605,clear primary
train_9606,clear primary road water
train_9607,partly_cloudy primary
train_9608,agriculture clear primary road water
train_9609,clear primary
train_9610,clear primary
train_9611,agriculture partly_cloudy
train_9612,agriculture clear cultivation primary
train_9613,clear primary
train_9614,clear primary
train_9615,partly_cloudy primary road water
train_9616,clear primary
train_9617,clear primary
train_9618,clear primary water
train_9619,clear primary
train_9620,agriculture clear habitation primary road
train_9621,agriculture clear primary road
train_9622,clear primary road water
train_9623,clear primary selective_logging
train_9624,bare_ground clear primary
train_9625,agriculture partly_cloudy primary
train_9626,agriculture clear cultivation primary
train_9627,clear primary
train_9628,bare_ground clear primary
train_9629,clear primary water
train_9630,agriculture clear cultivation primary
train_9631,clear primary
train_9632,agriculture clear primary road water
train_9633,haze primary
train_9634,agriculture bare_ground clear primary
train_9635,partly_cloudy primary
train_9636,clear primary
train_9637,clear primary
train_9638,agriculture cultivation partly_cloudy primary
train_9639,clear primary
train_9640,partly_cloudy primary
train_9641,partly_cloudy primary
train_9642,partly_cloudy primary
train_9643,agriculture clear primary
train_9644,clear primary
train_9645,clear primary
train_9646,agriculture clear habitation primary road
train_9647,clear primary
train_9648,partly_cloudy primary
train_9649,bare_ground habitation partly_cloudy primary road
train_9650,clear primary
train_9651,clear cultivation primary
train_9652,clear primary
train_9653,clear primary
train_9654,agriculture haze primary road water
train_9655,clear primary
train_9656,partly_cloudy primary
train_9657,agriculture clear primary road water
train_9658,partly_cloudy primary
train_9659,agriculture clear habitation primary road
train_9660,agriculture cultivation partly_cloudy primary slash_burn
train_9661,agriculture partly_cloudy primary
train_9662,agriculture clear primary road
train_9663,clear primary
train_9664,artisinal_mine clear primary water
train_9665,clear primary
train_9666,clear primary
train_9667,agriculture haze primary water
train_9668,clear primary
train_9669,haze primary water
train_9670,habitation haze primary road
train_9671,clear primary
train_9672,agriculture clear habitation primary road
train_9673,agriculture artisinal_mine clear habitation primary road water
train_9674,partly_cloudy primary
train_9675,agriculture clear primary
train_9676,clear primary
train_9677,partly_cloudy primary
train_9678,partly_cloudy primary
train_9679,clear primary
train_9680,clear primary
train_9681,agriculture clear primary road
train_9682,clear primary water
train_9683,partly_cloudy primary road water
train_9684,clear primary
train_9685,partly_cloudy primary
train_9686,agriculture partly_cloudy primary
train_9687,haze primary
train_9688,agriculture clear cultivation primary
train_9689,clear water
train_9690,partly_cloudy primary
train_9691,clear primary
train_9692,agriculture clear primary road
train_9693,clear primary
train_9694,agriculture clear primary water
train_9695,clear habitation primary road
train_9696,agriculture clear primary road
train_9697,agriculture clear habitation primary road water
train_9698,clear cultivation primary
train_9699,clear primary
train_9700,partly_cloudy primary
train_9701,clear primary
train_9702,agriculture clear cultivation primary road
train_9703,clear primary
train_9704,partly_cloudy primary
train_9705,agriculture clear primary road
train_9706,agriculture clear primary road
train_9707,cultivation habitation partly_cloudy primary
train_9708,clear primary
train_9709,partly_cloudy primary road water
train_9710,clear primary
train_9711,clear primary
train_9712,agriculture clear cultivation primary water
train_9713,cloudy
train_9714,haze primary road water
train_9715,agriculture clear primary road
train_9716,agriculture clear primary road
train_9717,clear cultivation primary
train_9718,agriculture clear primary road
train_9719,clear habitation primary road
train_9720,agriculture partly_cloudy primary road
train_9721,clear cultivation primary
train_9722,agriculture partly_cloudy primary water
train_9723,agriculture clear cultivation primary road
train_9724,clear cultivation primary
train_9725,agriculture bare_ground clear
train_9726,haze primary
train_9727,clear primary
train_9728,clear primary
train_9729,haze primary
train_9730,partly_cloudy primary
train_9731,clear primary water
train_9732,clear primary
train_9733,agriculture clear primary
train_9734,agriculture partly_cloudy primary
train_9735,clear primary road water
train_9736,agriculture habitation haze primary road
train_9737,partly_cloudy primary water
train_9738,haze primary
train_9739,clear primary
train_9740,clear primary
train_9741,cloudy
train_9742,clear primary
train_9743,clear primary
train_9744,blooming clear primary
train_9745,haze primary
train_9746,agriculture clear primary road
train_9747,clear primary
train_9748,artisinal_mine clear primary water
train_9749,clear primary
train_9750,agriculture clear primary water
train_9751,clear primary
train_9752,cloudy
train_9753,partly_cloudy primary water
train_9754,agriculture clear cultivation habitation primary road
train_9755,agriculture clear habitation road
train_9756,cloudy
train_9757,clear primary
train_9758,agriculture clear habitation primary road
train_9759,partly_cloudy primary
train_9760,partly_cloudy primary
train_9761,cloudy
train_9762,agriculture partly_cloudy primary
train_9763,bare_ground clear cultivation primary
train_9764,agriculture clear primary road
train_9765,clear cultivation primary road
train_9766,agriculture clear primary
train_9767,clear primary
train_9768,agriculture clear habitation primary road
train_9769,agriculture partly_cloudy primary
train_9770,cloudy
train_9771,clear primary
train_9772,agriculture partly_cloudy primary road
train_9773,clear habitation primary road
train_9774,artisinal_mine clear primary water
train_9775,agriculture clear primary
train_9776,clear primary
train_9777,clear primary
train_9778,agriculture bare_ground clear cultivation primary road
train_9779,artisinal_mine clear primary water
train_9780,agriculture clear cultivation primary
train_9781,agriculture clear primary
train_9782,agriculture clear primary
train_9783,cloudy
train_9784,clear primary
train_9785,agriculture clear cultivation habitation primary selective_logging
train_9786,clear primary water
train_9787,clear primary water
train_9788,agriculture partly_cloudy primary water
train_9789,clear primary
train_9790,agriculture clear primary
train_9791,clear primary
train_9792,agriculture clear cultivation primary
train_9793,bare_ground clear primary
train_9794,clear primary water
train_9795,agriculture clear cultivation habitation primary road water
train_9796,agriculture bare_ground clear
train_9797,clear primary
train_9798,clear primary
train_9799,cloudy
train_9800,agriculture cultivation habitation partly_cloudy primary water
train_9801,agriculture clear cultivation primary water
train_9802,partly_cloudy primary
train_9803,agriculture artisinal_mine clear cultivation primary water
train_9804,clear primary
train_9805,agriculture partly_cloudy primary
train_9806,agriculture clear primary
train_9807,clear cultivation primary
train_9808,clear primary
train_9809,clear primary
train_9810,agriculture cultivation partly_cloudy primary
train_9811,clear primary water
train_9812,agriculture clear primary road
train_9813,clear primary water
train_9814,clear primary
train_9815,clear primary
train_9816,clear primary
train_9817,haze primary
train_9818,clear primary
train_9819,clear primary
train_9820,clear cultivation primary water
train_9821,clear primary
train_9822,agriculture clear primary road
train_9823,clear primary
train_9824,partly_cloudy primary
train_9825,agriculture clear cultivation primary
train_9826,agriculture clear cultivation primary
train_9827,habitation partly_cloudy primary road
train_9828,clear primary
train_9829,clear primary
train_9830,artisinal_mine clear primary road water
train_9831,clear primary
train_9832,clear primary
train_9833,conventional_mine partly_cloudy primary
train_9834,agriculture clear cultivation primary
train_9835,partly_cloudy primary
train_9836,agriculture habitation partly_cloudy primary road
train_9837,agriculture clear habitation primary water
train_9838,clear cultivation primary water
train_9839,clear primary
train_9840,agriculture partly_cloudy primary
train_9841,clear primary
train_9842,haze primary road
train_9843,cloudy
train_9844,cloudy
train_9845,clear water
train_9846,artisinal_mine clear primary water
train_9847,agriculture clear primary water
train_9848,clear primary
train_9849,agriculture partly_cloudy primary
train_9850,clear primary
train_9851,agriculture partly_cloudy primary
train_9852,cloudy
train_9853,clear primary water
train_9854,clear primary
train_9855,agriculture clear primary water
train_9856,clear habitation primary road water
train_9857,clear primary
train_9858,agriculture clear primary road
train_9859,clear water
train_9860,agriculture cultivation habitation partly_cloudy primary road
train_9861,agriculture clear cultivation primary
train_9862,clear primary
train_9863,partly_cloudy primary
train_9864,agriculture clear cultivation primary road
train_9865,agriculture clear primary water
train_9866,haze primary
train_9867,clear primary water
train_9868,cloudy
train_9869,clear primary road water
train_9870,partly_cloudy primary
train_9871,clear primary water
train_9872,clear primary
train_9873,clear primary
train_9874,clear primary
train_9875,bare_ground clear primary
train_9876,clear primary
train_9877,partly_cloudy primary road
train_9878,agriculture clear habitation primary road
train_9879,agriculture clear primary
train_9880,clear primary
train_9881,clear primary
train_9882,bare_ground clear primary road
train_9883,partly_cloudy primary
train_9884,clear primary
train_9885,clear cultivation primary
train_9886,agriculture clear habitation primary road
train_9887,clear primary
train_9888,clear primary
train_9889,clear primary
train_9890,clear primary
train_9891,clear primary
train_9892,partly_cloudy primary
train_9893,agriculture clear habitation primary
train_9894,clear primary
train_9895,agriculture clear primary water
train_9896,partly_cloudy primary
train_9897,agriculture clear habitation primary
train_9898,bare_ground clear habitation road
train_9899,partly_cloudy primary
train_9900,cultivation haze primary
train_9901,clear primary
train_9902,clear primary
train_9903,clear primary
train_9904,agriculture clear primary water
train_9905,agriculture clear primary water
train_9906,agriculture clear primary road water
train_9907,partly_cloudy primary
train_9908,clear primary
train_9909,partly_cloudy primary water
train_9910,haze primary
train_9911,clear primary
train_9912,clear primary
train_9913,partly_cloudy primary
train_9914,clear primary water
train_9915,agriculture haze primary
train_9916,blooming clear primary
train_9917,agriculture clear primary road
train_9918,clear primary water
train_9919,partly_cloudy primary
train_9920,clear primary
train_9921,partly_cloudy primary water
train_9922,clear primary
train_9923,agriculture clear primary road
train_9924,clear primary
train_9925,clear primary
train_9926,clear primary
train_9927,clear primary
train_9928,clear primary water
train_9929,clear primary
train_9930,haze primary water
train_9931,agriculture clear cultivation primary
train_9932,clear primary water
train_9933,clear primary road water
train_9934,clear primary
train_9935,clear primary
train_9936,agriculture clear primary
train_9937,clear primary
train_9938,clear primary water
train_9939,agriculture clear primary road
train_9940,clear cultivation primary
train_9941,cloudy
train_9942,clear primary
train_9943,cloudy
train_9944,haze primary
train_9945,agriculture clear primary
train_9946,agriculture clear habitation primary road
train_9947,clear primary
train_9948,blooming clear primary
train_9949,agriculture clear primary
train_9950,cloudy
train_9951,bare_ground clear habitation primary road water
train_9952,agriculture clear cultivation primary road water
train_9953,clear primary
train_9954,clear primary
train_9955,agriculture clear habitation primary road
train_9956,agriculture partly_cloudy primary water
train_9957,clear primary
train_9958,clear primary water
train_9959,partly_cloudy primary
train_9960,clear primary
train_9961,agriculture blow_down clear cultivation primary
train_9962,clear primary water
train_9963,clear primary
train_9964,agriculture clear primary
train_9965,agriculture clear cultivation primary water
train_9966,agriculture clear primary
train_9967,agriculture partly_cloudy primary
train_9968,clear primary water
train_9969,clear primary
train_9970,clear primary water
train_9971,clear primary
train_9972,cloudy
train_9973,agriculture clear primary water
train_9974,agriculture habitation partly_cloudy primary
train_9975,clear primary road selective_logging
train_9976,partly_cloudy primary
train_9977,clear primary water
train_9978,haze primary water
train_9979,partly_cloudy primary water
train_9980,clear primary
train_9981,clear primary
train_9982,clear primary
train_9983,clear primary
train_9984,clear primary
train_9985,agriculture clear habitation primary road water
train_9986,agriculture cultivation partly_cloudy primary
train_9987,clear primary
train_9988,clear primary
train_9989,agriculture clear primary
train_9990,clear primary
train_9991,agriculture clear primary water
train_9992,agriculture partly_cloudy primary
train_9993,clear primary
train_9994,clear primary
train_9995,clear primary water
train_9996,haze primary
train_9997,cultivation partly_cloudy primary water
train_9998,clear primary
train_9999,clear cultivation primary water
train_10000,clear primary
train_10001,agriculture clear primary road
train_10002,agriculture clear primary road
train_10003,clear primary
train_10004,clear primary
train_10005,clear primary
train_10006,clear primary
train_10007,clear primary
train_10008,artisinal_mine clear primary water
train_10009,partly_cloudy primary
train_10010,clear primary water
train_10011,partly_cloudy primary
train_10012,partly_cloudy primary water
train_10013,agriculture clear primary
train_10014,clear primary
train_10015,clear primary
train_10016,clear primary
train_10017,agriculture clear primary road
train_10018,agriculture clear habitation primary road
train_10019,clear primary
train_10020,partly_cloudy primary road water
train_10021,cloudy
train_10022,clear primary
train_10023,clear primary
train_10024,partly_cloudy primary water
train_10025,haze primary water
train_10026,clear water
train_10027,agriculture clear cultivation primary
train_10028,partly_cloudy primary
train_10029,agriculture clear cultivation primary
train_10030,agriculture clear primary
train_10031,clear primary
train_10032,clear primary
train_10033,clear primary road water
train_10034,haze primary
train_10035,partly_cloudy primary
train_10036,agriculture clear cultivation primary
train_10037,agriculture clear cultivation primary road
train_10038,clear primary road
train_10039,clear primary
train_10040,clear primary water
train_10041,haze primary
train_10042,clear primary
train_10043,cloudy
train_10044,clear primary
train_10045,agriculture clear primary
train_10046,clear primary
train_10047,agriculture clear primary
train_10048,clear primary
train_10049,agriculture clear primary road
train_10050,clear primary water
train_10051,artisinal_mine clear primary water
train_10052,agriculture clear habitation primary road
train_10053,clear primary
train_10054,agriculture clear primary road
train_10055,clear primary
train_10056,agriculture clear primary road
train_10057,agriculture haze primary
train_10058,agriculture clear primary water
train_10059,agriculture partly_cloudy primary road
train_10060,clear primary
train_10061,clear primary
train_10062,clear primary
train_10063,clear primary
train_10064,partly_cloudy primary slash_burn
train_10065,agriculture cultivation habitation partly_cloudy primary road
train_10066,agriculture clear primary road
train_10067,clear primary
train_10068,agriculture clear primary water
train_10069,clear primary
train_10070,cloudy
train_10071,agriculture clear habitation primary road
train_10072,agriculture clear primary water
train_10073,clear water
train_10074,clear primary
train_10075,agriculture clear primary
train_10076,agriculture clear primary road
train_10077,agriculture clear primary road
train_10078,agriculture clear cultivation primary
train_10079,clear primary
train_10080,partly_cloudy primary
train_10081,cloudy
train_10082,agriculture clear primary road
train_10083,partly_cloudy primary
train_10084,clear primary
train_10085,agriculture clear primary road
train_10086,clear primary
train_10087,clear primary
train_10088,agriculture clear primary road
train_10089,agriculture haze primary road
train_10090,agriculture clear cultivation primary
train_10091,agriculture clear cultivation primary
train_10092,clear primary
train_10093,haze primary
train_10094,clear primary water
train_10095,agriculture clear primary road
train_10096,cloudy
train_10097,clear primary
train_10098,agriculture clear primary road water
train_10099,clear habitation primary road
train_10100,clear primary water
train_10101,agriculture partly_cloudy primary
train_10102,clear primary
train_10103,cloudy
train_10104,partly_cloudy primary
train_10105,clear primary
train_10106,artisinal_mine clear primary water
train_10107,partly_cloudy primary
train_10108,agriculture clear primary road
train_10109,clear primary
train_10110,agriculture clear habitation primary road
train_10111,haze primary
train_10112,clear cultivation primary water
train_10113,agriculture partly_cloudy primary road water
train_10114,clear primary
train_10115,clear water
train_10116,haze primary
train_10117,clear primary
train_10118,clear primary
train_10119,clear primary
train_10120,agriculture clear primary
train_10121,agriculture clear cultivation primary
train_10122,clear primary water
train_10123,partly_cloudy primary water
train_10124,agriculture clear habitation primary road water
train_10125,haze primary
train_10126,agriculture clear primary water
train_10127,clear habitation road
train_10128,cloudy
train_10129,agriculture partly_cloudy primary
train_10130,clear primary
train_10131,clear habitation road
train_10132,clear primary road water
train_10133,partly_cloudy primary
train_10134,clear primary water
train_10135,agriculture habitation partly_cloudy primary road water
train_10136,clear primary water
train_10137,blooming clear cultivation primary
train_10138,partly_cloudy primary
train_10139,partly_cloudy primary water
train_10140,agriculture clear habitation primary road
train_10141,clear primary
train_10142,clear primary
train_10143,clear primary
train_10144,agriculture clear cultivation habitation primary road water
train_10145,clear primary
train_10146,clear primary
train_10147,clear primary
train_10148,clear primary
train_10149,clear primary
train_10150,clear primary
train_10151,clear primary
train_10152,partly_cloudy primary
train_10153,agriculture haze primary road
train_10154,blooming clear primary
train_10155,agriculture clear primary road
train_10156,clear primary
train_10157,agriculture clear primary water
train_10158,clear primary
train_10159,partly_cloudy primary
train_10160,agriculture cultivation partly_cloudy primary
train_10161,clear primary
train_10162,clear primary
train_10163,clear primary
train_10164,haze primary
train_10165,partly_cloudy primary
train_10166,cloudy
train_10167,blow_down clear primary
train_10168,agriculture clear cultivation habitation primary road
train_10169,agriculture clear primary road
train_10170,clear primary
train_10171,clear primary
train_10172,agriculture clear primary
train_10173,cloudy
train_10174,clear primary
train_10175,partly_cloudy primary water
train_10176,agriculture clear primary road
train_10177,cloudy
train_10178,agriculture clear primary water
train_10179,clear cultivation habitation primary water
train_10180,agriculture clear primary road
train_10181,clear primary
train_10182,clear primary
train_10183,partly_cloudy primary water
train_10184,partly_cloudy primary
train_10185,clear habitation primary road water
train_10186,clear primary
train_10187,clear primary road selective_logging
train_10188,haze primary
train_10189,clear primary
train_10190,clear habitation road
train_10191,clear primary
train_10192,clear primary
train_10193,agriculture clear primary
train_10194,agriculture clear primary
train_10195,agriculture clear cultivation primary
train_10196,clear cultivation habitation primary road
train_10197,bare_ground clear
train_10198,clear primary
train_10199,agriculture habitation partly_cloudy primary
train_10200,clear primary
train_10201,cloudy
train_10202,agriculture clear cultivation primary
train_10203,clear primary selective_logging
train_10204,clear water
train_10205,clear conventional_mine primary road
train_10206,clear primary
train_10207,clear primary
train_10208,partly_cloudy primary road water
train_10209,clear primary
train_10210,agriculture habitation partly_cloudy primary road
train_10211,clear primary
train_10212,clear primary
train_10213,partly_cloudy primary water
train_10214,agriculture clear primary road
train_10215,clear primary
train_10216,agriculture clear primary road
train_10217,clear primary
train_10218,agriculture clear primary
train_10219,clear habitation primary road
train_10220,agriculture clear primary road
train_10221,clear primary
train_10222,clear cultivation habitation primary road
train_10223,partly_cloudy primary
train_10224,cloudy
train_10225,cloudy
train_10226,clear habitation primary water
train_10227,cloudy
train_10228,clear primary
train_10229,agriculture habitation partly_cloudy primary road
train_10230,agriculture clear primary conventional_mine
train_10231,cloudy
train_10232,clear primary
train_10233,haze primary
train_10234,haze primary
train_10235,agriculture cultivation partly_cloudy primary
train_10236,agriculture haze primary
train_10237,clear primary road water
train_10238,clear primary
train_10239,clear water
train_10240,clear primary
train_10241,clear primary
train_10242,agriculture clear primary road
train_10243,agriculture clear primary
train_10244,clear primary
train_10245,clear primary
train_10246,cloudy
train_10247,clear primary
train_10248,agriculture clear habitation primary road
train_10249,clear primary
train_10250,clear primary
train_10251,clear cultivation primary
train_10252,partly_cloudy primary
train_10253,agriculture clear cultivation primary road water
train_10254,clear primary water
train_10255,clear primary
train_10256,clear primary
train_10257,agriculture haze primary water
train_10258,clear primary
train_10259,agriculture clear primary road
train_10260,haze primary water
train_10261,clear cultivation primary
train_10262,agriculture clear primary road
train_10263,cloudy
train_10264,partly_cloudy primary
train_10265,cloudy
train_10266,clear primary road water
train_10267,clear primary
train_10268,agriculture clear primary road
train_10269,cloudy
train_10270,clear primary water
train_10271,clear primary selective_logging water
train_10272,clear primary
train_10273,blooming clear primary
train_10274,haze primary
train_10275,agriculture clear primary road
train_10276,clear primary
train_10277,agriculture cultivation haze primary
train_10278,clear primary
train_10279,agriculture clear cultivation primary water
train_10280,clear primary water
train_10281,haze primary water
train_10282,clear primary
train_10283,clear primary
train_10284,clear primary water
train_10285,partly_cloudy primary
train_10286,partly_cloudy primary
train_10287,clear primary
train_10288,clear primary
train_10289,agriculture clear primary
train_10290,clear primary
train_10291,clear primary
train_10292,clear primary
train_10293,cloudy
train_10294,clear primary
train_10295,agriculture bare_ground clear primary road
train_10296,habitation partly_cloudy primary water
train_10297,clear primary
train_10298,clear primary
train_10299,agriculture clear cultivation primary
train_10300,clear primary water
train_10301,clear primary
train_10302,clear primary
train_10303,clear primary
train_10304,clear primary
train_10305,clear primary water
train_10306,clear primary
train_10307,partly_cloudy primary water
train_10308,clear primary
train_10309,bare_ground clear primary
train_10310,clear primary
train_10311,clear primary road water
train_10312,agriculture haze primary water
train_10313,clear primary
train_10314,clear primary
train_10315,clear primary
train_10316,agriculture clear primary
train_10317,clear primary
train_10318,clear primary
train_10319,clear primary
train_10320,partly_cloudy primary
train_10321,partly_cloudy primary
train_10322,partly_cloudy primary
train_10323,partly_cloudy primary water
train_10324,clear primary
train_10325,clear primary
train_10326,cloudy
train_10327,clear primary
train_10328,agriculture clear primary
train_10329,clear primary
train_10330,agriculture cultivation partly_cloudy primary
train_10331,clear primary water
train_10332,partly_cloudy primary
train_10333,cloudy
train_10334,clear primary water
train_10335,partly_cloudy primary
train_10336,clear primary
train_10337,agriculture clear primary water
train_10338,clear primary
train_10339,agriculture cultivation partly_cloudy primary
train_10340,clear primary
train_10341,partly_cloudy primary
train_10342,clear primary
train_10343,clear primary
train_10344,agriculture clear cultivation primary road
train_10345,partly_cloudy primary
train_10346,agriculture clear cultivation primary road
train_10347,clear primary
train_10348,clear habitation primary road
train_10349,clear primary
train_10350,agriculture clear primary water
train_10351,agriculture clear cultivation habitation primary water
train_10352,agriculture partly_cloudy primary road
train_10353,partly_cloudy primary
train_10354,haze primary
train_10355,clear primary road
train_10356,partly_cloudy primary
train_10357,clear primary
train_10358,clear primary
train_10359,partly_cloudy primary
train_10360,clear primary water
train_10361,clear primary
train_10362,agriculture clear cultivation habitation primary road water
train_10363,agriculture clear habitation primary road water
train_10364,clear primary
train_10365,clear primary
train_10366,clear primary road water
train_10367,clear primary
train_10368,clear primary road water
train_10369,agriculture clear primary road
train_10370,agriculture clear habitation primary road
